Date,Symbol,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return_%
2023-11-21,BAJAJ-AUTO,5640.5,5707.35,5640.0,5685.95,746193,0.006336114970399098,13.346091359427392
2023-11-22,BAJAJ-AUTO,5680.0,5764.9,5661.3,5751.55,497403,0.011537210140785792,14.653789034077814
2023-11-23,BAJAJ-AUTO,5800.0,5945.0,5783.1,5925.25,1118718,0.030200554633098786,18.116397053693255
2023-11-24,BAJAJ-AUTO,5940.0,5960.0,5900.0,5930.3,297211,0.0008522847137251155,18.217065853342397
2023-11-28,BAJAJ-AUTO,5969.8,6039.65,5912.0,5998.15,380535,0.0114412424329291,19.569615963480036
2023-11-29,BAJAJ-AUTO,6010.0,6096.4,5973.3,6069.95,406974,0.011970357526904118,21.000907015917527
2023-11-30,BAJAJ-AUTO,6095.0,6128.9,6031.0,6090.55,501833,0.0033937676587121324,21.411555980822982
2023-12-01,BAJAJ-AUTO,6050.0,6090.0,6003.3,6046.05,439023,-0.007306400899754539,20.524474478964105
2023-12-04,BAJAJ-AUTO,6090.55,6217.7,6087.45,6201.7,359158,0.02574408084617219,23.62726629389298
2023-12-05,BAJAJ-AUTO,6194.05,6194.05,6111.1,6140.1,565826,-0.009932760372155958,22.399306282331022
2023-12-06,BAJAJ-AUTO,6089.05,6096.0,5987.85,6069.95,699201,-0.011424895360010456,21.000907015917527
2023-12-07,BAJAJ-AUTO,6069.95,6154.45,6063.1,6093.6,427407,0.0038962429674049837,21.472355948927913
2023-12-08,BAJAJ-AUTO,6115.0,6120.0,6048.05,6075.7,233266,-0.0029375082053302304,21.115529906607144
2023-12-11,BAJAJ-AUTO,6085.0,6145.0,6018.3,6138.4,175955,0.010319798541731817,22.365417775518416
2023-12-12,BAJAJ-AUTO,6164.0,6299.95,6149.95,6254.2,810900,0.018864850775446307,24.673823121928717
2023-12-13,BAJAJ-AUTO,6259.9,6329.0,6224.35,6316.1,373989,0.009897348981484422,25.9077634582223
2023-12-14,BAJAJ-AUTO,6325.0,6360.0,6284.2,6334.85,419212,0.0029686040436345262,26.281533753949347
2023-12-15,BAJAJ-AUTO,6368.95,6402.1,6256.15,6275.2,553522,-0.009416166128637715,25.092445853142987
2023-12-18,BAJAJ-AUTO,6275.2,6486.75,6262.15,6465.7,851061,0.030357598164201915,28.889952057729886
2023-12-19,BAJAJ-AUTO,6470.0,6470.25,6395.9,6419.0,377109,-0.007222729170855424,27.95901484117236
2023-12-20,BAJAJ-AUTO,6434.0,6466.0,6350.0,6364.45,385863,-0.008498208443682875,26.87159246080377
2023-12-21,BAJAJ-AUTO,6333.2,6345.0,6232.0,6246.35,397717,-0.018556198885999464,24.517337958117636
2023-12-22,BAJAJ-AUTO,6288.0,6395.0,6264.25,6372.1,237213,0.0201317569460564,27.024090741460416
2023-12-26,BAJAJ-AUTO,6379.85,6475.0,6370.05,6464.55,302139,0.014508560757050315,28.867027479591954
2023-12-27,BAJAJ-AUTO,6470.0,6740.25,6465.2,6709.65,1017894,0.03791447200501197,33.752952785336056
2023-12-28,BAJAJ-AUTO,6709.65,6738.65,6666.0,6703.3,406228,-0.0009463980982613585,33.62636924518316
2023-12-29,BAJAJ-AUTO,6729.95,6833.95,6666.0,6797.25,345626,0.014015484910417264,35.499207606972874
2024-01-01,BAJAJ-AUTO,6770.0,6795.5,6682.05,6701.1,253274,-0.014145426459229782,33.58251353048453
2024-01-02,BAJAJ-AUTO,6711.0,6736.8,6560.95,6665.05,361379,-0.005379713778334905,32.86387784189999
2024-01-03,BAJAJ-AUTO,6644.05,7059.85,6604.0,6986.5,1256275,0.04822919557992811,39.27179579184465
2024-01-04,BAJAJ-AUTO,7025.0,7028.95,6887.0,6922.15,619987,-0.009210620482358878,37.98901613690939
2024-01-05,BAJAJ-AUTO,6950.0,7084.0,6920.5,6978.5,659306,0.008140534371546382,39.11232046566777
2024-01-08,BAJAJ-AUTO,7018.95,7049.85,6961.5,6983.85,312733,0.0007666403955004508,39.21896959004856
2024-01-09,BAJAJ-AUTO,7341.0,7399.0,7075.9,7093.9,2125908,0.01575778403029826,41.412752045769196
2024-01-10,BAJAJ-AUTO,7125.0,7139.95,7020.0,7053.75,721432,-0.005659792215847337,40.612385252519005
2024-01-11,BAJAJ-AUTO,7090.0,7324.9,7075.0,7298.85,1031594,0.03474747474747475,45.4983105582631
2024-01-12,BAJAJ-AUTO,7360.0,7360.95,7252.0,7301.95,434753,0.00042472444289165523,45.560107247156644
2024-01-15,BAJAJ-AUTO,7364.0,7419.0,7304.05,7332.1,440410,0.00412903402515763,46.16112988268575
2024-01-16,BAJAJ-AUTO,7339.0,7356.15,7244.0,7293.95,272181,-0.005203147802130381,45.40063192097976
2024-01-17,BAJAJ-AUTO,7112.0,7210.0,7081.0,7165.95,619338,-0.01754879043590918,42.849026702149715
2024-01-18,BAJAJ-AUTO,7148.0,7189.25,7071.15,7083.6,557084,-0.011491846859104426,41.2074275633165
2024-01-19,BAJAJ-AUTO,7138.8,7180.0,7105.0,7136.55,327976,0.007475012705403961,42.26295487844971
2024-01-20,BAJAJ-AUTO,7170.0,7189.0,7050.0,7095.15,91479,-0.005801122391071445,41.437670065484355
2024-01-23,BAJAJ-AUTO,7075.0,7210.0,6936.55,7095.9,953921,0.00010570601044368466,41.45262087731343
2024-01-24,BAJAJ-AUTO,7075.1,7237.0,7028.2,7212.85,467134,0.016481348384278283,43.78395080186166
2024-01-25,BAJAJ-AUTO,7360.0,7625.15,7210.0,7597.5,2065788,0.053328434668681535,51.451723828603654
2024-01-29,BAJAJ-AUTO,7594.0,7640.0,7480.0,7548.8,457853,-0.006410003290556077,50.48091778050192
2024-01-30,BAJAJ-AUTO,7574.9,7660.0,7543.65,7566.4,266287,0.00233149639677821,50.83176349809104
2024-01-31,BAJAJ-AUTO,7566.4,7686.0,7515.1,7667.55,336874,0.013368312539649096,52.84812965343997
2024-02-01,BAJAJ-AUTO,7680.0,7765.0,7636.35,7655.75,394564,-0.0015389531206186913,52.61290354732908
2024-02-02,BAJAJ-AUTO,7675.0,7797.5,7665.6,7738.2,197720,0.010769682918068124,54.25649612773953
2024-02-05,BAJAJ-AUTO,7800.0,7838.0,7633.5,7658.25,252401,-0.010331860122509084,52.66273958675936
2024-02-06,BAJAJ-AUTO,7675.0,7747.7,7670.6,7720.4,131992,0.008115431071067158,53.90166352699597
2024-02-07,BAJAJ-AUTO,7745.0,7777.8,7665.6,7701.9,159783,-0.002396248899020792,53.53287683521193
2024-02-08,BAJAJ-AUTO,7729.0,7783.45,7668.15,7757.25,282537,0.007186538386631858,54.636246748198204
2024-02-09,BAJAJ-AUTO,7778.8,7790.5,7669.0,7784.85,173555,0.003557961906603513,55.18643662350844
2024-02-12,BAJAJ-AUTO,7775.0,7874.2,7766.05,7829.95,219911,0.005793303660314608,56.08547877483059
2024-02-13,BAJAJ-AUTO,7830.0,7935.15,7811.95,7917.4,258767,0.011168653695106556,57.82874343410158
2024-02-14,BAJAJ-AUTO,7899.0,8136.85,7880.0,8083.3,513900,0.02095384848561399,61.13586301069458
2024-02-15,BAJAJ-AUTO,8120.6,8156.85,8045.3,8123.05,394525,0.004917546051736332,61.92825603763594
2024-02-16,BAJAJ-AUTO,8185.85,8455.45,8137.1,8325.05,938756,0.024867506663137418,65.95500802360208
2024-02-19,BAJAJ-AUTO,8400.0,8650.0,8361.1,8509.7,1044959,0.022180046966685074,69.63589789592217
2024-02-20,BAJAJ-AUTO,8505.0,8505.0,8238.7,8295.2,547082,-0.025206529019824453,65.35996571280462
2024-02-21,BAJAJ-AUTO,8300.0,8376.85,8205.0,8232.25,439817,-0.007588726010222868,64.1050942399503
2024-02-22,BAJAJ-AUTO,8260.0,8550.0,8220.0,8498.45,548486,0.032336238573901444,69.41163571848593
2024-02-23,BAJAJ-AUTO,8497.5,8531.0,8401.05,8436.95,340749,-0.007236613735445929,68.18566914850118
2024-02-26,BAJAJ-AUTO,8458.8,8547.95,8375.0,8448.0,345968,0.0013097150036445182,68.40594444278297
2024-02-27,BAJAJ-AUTO,8460.0,8490.0,8383.5,8463.5,392445,0.0018347537878788955,68.71492788725068
2024-02-28,BAJAJ-AUTO,8470.0,8486.65,8071.85,8188.65,537728,-0.03247474449104981,63.23595371228632
2024-02-29,BAJAJ-AUTO,7997.4,8143.5,7890.0,7909.35,1042536,-0.03410818633108015,57.66827138713608
2024-03-01,BAJAJ-AUTO,7955.0,8094.0,7945.3,8040.05,399007,0.016524746028434567,60.27369952855079
2024-03-02,BAJAJ-AUTO,8079.9,8150.1,7989.15,8041.3,14968,0.00015547166995233397,60.29861754826593
2024-03-04,BAJAJ-AUTO,8068.75,8225.0,8046.65,8207.3,410053,0.020643428301393874,63.60773056643612
2024-03-05,BAJAJ-AUTO,8160.05,8388.0,8160.05,8351.75,615117,0.017600185200979723,66.48725692471737
2024-03-06,BAJAJ-AUTO,8369.7,8681.15,8364.0,8605.8,959543,0.03041877450833641,71.55159525162182
2024-03-07,BAJAJ-AUTO,8638.0,8972.85,8500.05,8879.05,1243547,0.031751841781124446,76.99867436135082
2024-03-11,BAJAJ-AUTO,9023.45,9025.0,8630.0,8659.4,631957,-0.024738006881366736,72.62007993700692
2024-03-12,BAJAJ-AUTO,8636.95,8699.95,8475.25,8527.7,324864,-0.015208905928817074,69.9947173798201
2024-03-13,BAJAJ-AUTO,8527.7,8617.2,8296.95,8384.9,430048,-0.016745429600009465,67.14808280756282
2024-03-14,BAJAJ-AUTO,8330.5,8400.0,8202.05,8383.55,392634,-0.0001610037090484795,67.12117134627044
2024-03-15,BAJAJ-AUTO,8384.8,8432.1,8110.0,8350.7,676870,-0.003918387795146305,66.46632578815668
2024-03-18,BAJAJ-AUTO,8343.0,8547.15,8294.2,8521.8,367524,0.020489300298178525,69.87710432676464
2024-03-19,BAJAJ-AUTO,8500.0,8687.9,8442.55,8640.2,673456,0.013893778309747029,72.23733915418246
2024-03-20,BAJAJ-AUTO,8640.0,8784.0,8562.0,8635.6,790885,-0.0005323950834471569,72.14564084163075
2024-03-21,BAJAJ-AUTO,8608.2,8770.0,8585.0,8750.6,720691,0.013316966973921929,74.43809865542337
2024-03-22,BAJAJ-AUTO,8700.05,9050.0,8682.0,8945.25,851210,0.022244188969899215,78.31833268546453
2024-03-26,BAJAJ-AUTO,8945.25,9020.0,8851.05,8960.55,534067,0.0017104049635281449,78.62332924677781
2024-03-27,BAJAJ-AUTO,8959.0,9287.8,8926.7,9162.5,1034030,0.022537679048719284,82.64908451195541
2024-03-28,BAJAJ-AUTO,9162.5,9243.6,8980.05,9148.15,847202,-0.0015661664392906394,82.36302564562563
2024-04-01,BAJAJ-AUTO,9194.8,9211.6,9013.1,9042.15,419820,-0.011587042188857866,80.249977573782
2024-04-02,BAJAJ-AUTO,9150.0,9357.95,9139.5,9276.1,803845,0.025873271290566935,84.91363414366708
2024-04-03,BAJAJ-AUTO,9248.95,9248.95,9065.2,9080.45,453210,-0.021091838164745913,81.01346569785382
2024-04-04,BAJAJ-AUTO,9139.0,9181.75,8988.05,9146.15,617929,0.007235324240538521,82.32315681408137
2024-04-05,BAJAJ-AUTO,9130.0,9130.0,9000.5,9009.5,356305,-0.014940712758920394,79.59911889882258
2024-04-08,BAJAJ-AUTO,9049.0,9090.0,8951.3,9030.5,376197,0.002330872967423181,80.01774163003688
2024-04-09,BAJAJ-AUTO,9090.0,9132.7,8936.4,8978.9,237944,-0.005713969326172408,78.989125776196
2024-04-10,BAJAJ-AUTO,9034.8,9049.8,8901.35,9005.55,319824,0.0029680695853611105,79.52037795652271
2024-04-12,BAJAJ-AUTO,8949.05,9119.0,8930.0,9064.85,480474,0.0065848282448046636,80.70248881180883
2024-04-15,BAJAJ-AUTO,9059.1,9177.7,8945.0,8997.05,386707,-0.007479439814227606,79.35093542245977
2024-04-16,BAJAJ-AUTO,8948.0,9029.45,8784.1,8919.15,487529,-0.008658393584563773,77.79804443381244
2024-04-18,BAJAJ-AUTO,8967.9,9129.0,8950.0,9021.3,819240,0.011452885084340947,79.83434500493345
2024-04-19,BAJAJ-AUTO,9075.05,9090.0,8700.05,8804.5,1385007,-0.02403201312449421,75.51256366554007
2024-04-22,BAJAJ-AUTO,8884.0,8884.0,8745.0,8795.75,323734,-0.0009938099835311576,75.33813752753412
2024-04-23,BAJAJ-AUTO,8845.0,8861.5,8761.0,8795.8,295346,5.6845635676427975e-06,75.33913424832272
2024-04-24,BAJAJ-AUTO,8819.9,8869.0,8680.0,8697.1,319824,-0.011221264694513122,73.37160741161553
2024-04-25,BAJAJ-AUTO,8697.0,8770.0,8641.4,8734.9,524667,0.004346276344988409,74.12512832780125
2024-04-26,BAJAJ-AUTO,8747.3,8994.95,8734.55,8974.3,521344,0.027407297164249167,78.89742746364432
2024-04-29,BAJAJ-AUTO,8974.3,8989.8,8729.0,8760.1,299443,-0.02386815684788779,74.62747560525843
2024-04-30,BAJAJ-AUTO,8799.4,8966.0,8795.0,8903.65,360403,0.016386799237451566,77.48906098934476
2024-05-02,BAJAJ-AUTO,8944.0,9146.45,8826.1,9110.65,638239,0.02324889230821059,81.61548505417147
2024-05-03,BAJAJ-AUTO,9170.0,9258.6,9064.35,9105.6,396042,-0.0005542963454856498,81.51481625452233
2024-05-06,BAJAJ-AUTO,9120.0,9185.75,8810.55,9052.55,458431,-0.0058260850465648995,80.45729549781188
2024-05-07,BAJAJ-AUTO,9055.15,9074.95,8642.55,8677.9,588285,-0.04138612877034642,72.98886662879099
2024-05-08,BAJAJ-AUTO,8651.0,8785.35,8592.8,8749.4,451581,0.008239320572949627,74.41417735649682
2024-05-09,BAJAJ-AUTO,8800.0,9007.45,8786.35,8846.85,645689,0.0111379065993098,76.35678617348893
2024-05-10,BAJAJ-AUTO,8950.0,9047.95,8906.5,8981.8,482797,0.015254016966490758,79.04693558193512
2024-05-13,BAJAJ-AUTO,9022.9,9025.0,8870.5,8992.3,435605,0.001169030706539953,79.25624694754228
2024-05-14,BAJAJ-AUTO,8952.25,9089.0,8882.75,9065.25,408162,0.008112496246788892,80.71046257811767
2024-05-15,BAJAJ-AUTO,9069.0,9125.0,8877.35,8903.15,274392,-0.01788147045034616,77.47909378145867
2024-05-16,BAJAJ-AUTO,8950.0,8955.55,8710.0,8871.85,680474,-0.0035156096437777284,76.85514656779165
2024-05-17,BAJAJ-AUTO,8891.0,8958.35,8765.5,8780.7,323961,-0.010274069106217976,75.03812457016383
2024-05-18,BAJAJ-AUTO,8815.0,8841.5,8780.0,8813.85,20151,0.0037753254296353234,75.69895045300925
2024-05-21,BAJAJ-AUTO,8775.0,8860.0,8775.0,8820.7,417798,0.0007771859062726261,75.83550120104823
2024-05-22,BAJAJ-AUTO,8850.0,8850.0,8736.0,8805.55,302838,-0.0017175507612776642,75.53349480210072
2024-05-23,BAJAJ-AUTO,8850.0,8985.0,8751.2,8963.45,731514,0.017931872512222613,78.68113905251688
2024-05-24,BAJAJ-AUTO,8980.0,9024.0,8870.1,8948.2,455920,-0.0017013538313930265,78.37713921199222
2024-05-27,BAJAJ-AUTO,9002.0,9069.45,8881.7,8998.7,301747,0.005643593124874169,79.38382720848374
2024-05-28,BAJAJ-AUTO,8998.7,9022.25,8916.2,8989.75,259094,-0.0009945881071711238,79.20541418732334
2024-05-29,BAJAJ-AUTO,8950.0,9139.45,8902.75,9070.2,339934,0.008949080897689088,80.80913793618959
2024-05-30,BAJAJ-AUTO,9068.0,9128.9,8927.6,8968.5,305109,-0.01121254217106582,78.781807852166
2024-05-31,BAJAJ-AUTO,8990.0,9125.5,8923.0,9084.75,560005,0.012962033784913896,81.09918368567375
2024-06-03,BAJAJ-AUTO,9180.0,9444.0,9122.55,9335.45,438422,0.027595696084097066,86.09674171974166
2024-06-04,BAJAJ-AUTO,9227.0,9372.85,8808.0,9246.75,738601,-0.009501416643011407,84.32855904075551
2024-06-05,BAJAJ-AUTO,9241.0,9679.0,9176.0,9602.25,489543,0.03844594046556904,91.41524384774054
2024-06-06,BAJAJ-AUTO,9595.3,9740.0,9454.0,9701.45,570095,0.010330912025827255,93.39273789233383
2024-06-07,BAJAJ-AUTO,9643.6,9740.1,9615.0,9725.55,246783,0.002484164738260519,93.8731573124416
2024-06-10,BAJAJ-AUTO,9779.0,9924.0,9681.5,9733.05,201452,0.0007711646127983585,94.02266543073246
2024-06-11,BAJAJ-AUTO,9740.0,9900.0,9700.1,9812.7,457442,0.008183457395164018,95.61044164698103
2024-06-12,BAJAJ-AUTO,9854.0,9944.0,9795.7,9904.25,277175,0.009329746145301465,97.43543741091767
2024-06-13,BAJAJ-AUTO,9904.0,9940.0,9825.25,9923.4,277783,0.001933513390716124,97.81718147295358
2024-06-14,BAJAJ-AUTO,9826.0,9995.0,9813.05,9961.75,320933,0.003864602857891475,98.58166631781398
2024-06-18,BAJAJ-AUTO,9922.0,10038.8,9908.0,9918.2,206100,-0.004371721836022746,97.71352251093862
2024-06-19,BAJAJ-AUTO,9939.5,9948.0,9670.0,9685.8,279789,-0.023431671069347404,93.0807642855003
2024-06-20,BAJAJ-AUTO,9692.0,9735.9,9565.0,9632.0,324597,-0.005554523116314547,92.00829271696081
2024-06-21,BAJAJ-AUTO,9675.0,9728.95,9571.1,9602.25,334018,-0.0030886627906976383,91.41524384774056
2024-06-24,BAJAJ-AUTO,9580.0,9758.95,9510.55,9745.25,283754,0.014892342940456604,94.26586530315224
2024-06-25,BAJAJ-AUTO,9755.0,9825.0,9645.0,9659.95,282048,-0.008752982222108185,92.56545963779128
2024-06-26,BAJAJ-AUTO,9659.9,9660.3,9441.5,9474.65,431217,-0.019182293904212888,88.87161239521933
2024-06-27,BAJAJ-AUTO,9564.65,9564.65,9365.65,9417.45,637626,-0.006037162322618639,87.73136381305466
2024-06-28,BAJAJ-AUTO,9465.0,9523.7,9382.25,9501.65,237516,0.00894084916829918,89.40984162106629
2024-07-01,BAJAJ-AUTO,9505.0,9693.95,9505.0,9532.4,289355,0.003236280014523807,90.02282490605866
2024-07-02,BAJAJ-AUTO,9520.0,9532.4,9381.1,9401.25,287884,-0.013758339977340439,87.40842627754648
2024-07-03,BAJAJ-AUTO,9474.0,9554.95,9384.6,9422.4,318120,0.0022497008376545224,87.8300391711266
2024-07-04,BAJAJ-AUTO,9479.9,9499.0,9420.35,9460.85,234656,0.004080701307522583,88.59651745756423
2024-07-05,BAJAJ-AUTO,9522.0,9660.0,9493.3,9635.8,608628,0.018491995962307772,92.08404349689481
2024-07-08,BAJAJ-AUTO,9640.0,9666.15,9470.0,9529.4,316215,-0.01104215529587571,89.96302165874235
2024-07-09,BAJAJ-AUTO,9565.0,9565.0,9481.2,9534.1,262913,0.0004932104854451502,90.05671341287129
2024-07-10,BAJAJ-AUTO,9550.0,9650.0,9451.95,9542.45,239607,0.0008758036941085567,90.22316578456841
2024-07-11,BAJAJ-AUTO,9542.45,9569.5,9383.0,9466.8,294900,-0.007927733443717444,88.71512723140829
2024-07-12,BAJAJ-AUTO,9499.95,9554.35,9412.0,9430.75,171581,-0.003808044957113177,87.99649154282375
2024-07-15,BAJAJ-AUTO,9430.75,9738.5,9403.95,9673.35,504086,0.02572435914428861,92.83258080913754
2024-07-16,BAJAJ-AUTO,9715.0,9909.95,9633.65,9718.35,1041123,0.004651956147559977,93.72962951888246
2024-07-18,BAJAJ-AUTO,9745.0,9745.0,9291.5,9626.2,1055384,-0.009482062284235426,91.89267310548257
2024-07-19,BAJAJ-AUTO,9635.0,9675.0,9340.0,9386.05,380782,-0.024947539008123853,87.10542315781038
2024-07-22,BAJAJ-AUTO,9350.0,9435.0,9263.2,9409.7,247040,0.0025196967840572793,87.57687209082079
2024-07-23,BAJAJ-AUTO,9435.0,9508.0,8744.6,9382.5,431989,-0.002890634132862946,87.03465598181938
2024-07-24,BAJAJ-AUTO,9360.0,9372.7,9250.0,9260.2,283213,-0.013034905409006092,84.59667693289038
2024-07-25,BAJAJ-AUTO,9260.0,9309.95,9171.0,9278.25,262328,0.0019492019610807265,84.95649313757694
2024-07-26,BAJAJ-AUTO,9319.0,9505.0,9268.45,9492.9,250956,0.023134750626464973,89.23541548306027
2024-07-29,BAJAJ-AUTO,9549.2,9621.05,9509.0,9557.65,302363,0.006820887189373126,90.52616890430438
2024-07-30,BAJAJ-AUTO,9550.65,9654.0,9512.0,9564.35,301885,0.0007010091392758433,90.65972948997751
2024-07-31,BAJAJ-AUTO,9600.0,9680.0,9580.05,9664.2,315292,0.010439810337346644,92.65018090482269
2024-08-01,BAJAJ-AUTO,9844.0,9844.0,9662.0,9730.5,308658,0.006860371267150889,93.97183267051355
2024-08-02,BAJAJ-AUTO,9714.8,9730.0,9581.75,9616.2,230615,-0.011746570063203232,91.69332894776143
2024-08-05,BAJAJ-AUTO,9396.2,9520.0,9369.3,9485.05,310757,-0.013638443459994765,89.07893031924921
2024-08-06,BAJAJ-AUTO,9515.25,9620.0,9400.0,9427.4,246541,-0.006077985883047532,87.92971124998708
2024-08-07,BAJAJ-AUTO,9570.0,9725.0,9497.5,9708.2,270583,0.029785518806882294,93.52729519879553
2024-08-08,BAJAJ-AUTO,9735.0,9777.7,9610.15,9641.3,365016,-0.006891081765930007,92.19368278364135
2024-08-09,BAJAJ-AUTO,9761.0,9775.0,9614.0,9765.95,161640,0.012928754421084543,94.67850770963489
2024-08-12,BAJAJ-AUTO,9741.0,9750.95,9615.0,9710.85,307698,-0.005642052232501693,93.58012140059164
2024-08-13,BAJAJ-AUTO,9700.0,9789.85,9650.0,9671.6,161706,-0.004041870691031124,92.79769558153635
2024-08-14,BAJAJ-AUTO,9704.0,9785.0,9671.6,9749.6,282934,0.008064849662930751,94.35258001176092
2024-08-16,BAJAJ-AUTO,9788.0,9925.0,9693.95,9888.15,240190,0.01421083941905299,97.1144933169867
2024-08-19,BAJAJ-AUTO,9926.95,9944.0,9759.3,9770.65,148301,-0.011882910352290388,94.77219946376381
2024-08-20,BAJAJ-AUTO,9772.2,9876.65,9755.05,9779.7,132844,0.0009262433922001545,94.9526059265014
2024-08-21,BAJAJ-AUTO,9779.1,9869.0,9735.0,9852.0,134985,0.007392864811804012,96.39386418682494
2024-08-22,BAJAJ-AUTO,9900.0,10011.0,9841.1,9914.2,388874,0.006313438895655832,97.6337848478502
2024-08-23,BAJAJ-AUTO,9970.0,10444.35,9930.0,10406.45,1229549,0.049651005628290834,107.44650101167123
2024-08-26,BAJAJ-AUTO,10375.1,10517.15,10339.65,10432.55,309223,0.0025080599051547914,107.96678926332328
2024-08-27,BAJAJ-AUTO,10401.0,10568.45,10350.0,10501.6,262396,0.006618707794355361,109.34326067238752
2024-08-28,BAJAJ-AUTO,10500.0,10715.0,10461.3,10656.75,338792,0.014773939209263398,112.43608527943034
2024-08-29,BAJAJ-AUTO,10582.05,10850.0,10555.4,10807.85,693506,0.014178806859502124,115.4481755025961
2024-08-30,BAJAJ-AUTO,10835.0,10921.35,10705.0,10891.55,498560,0.007744370989604787,117.1166861027217
2024-09-02,BAJAJ-AUTO,10926.0,11154.1,10912.15,11126.1,787108,0.021535043221580175,121.79230332207007
2024-09-03,BAJAJ-AUTO,11105.95,11118.7,11015.0,11043.65,217394,-0.00741050323114123,120.14871074165963
2024-09-04,BAJAJ-AUTO,11012.0,11029.85,10908.9,10963.7,324246,-0.007239454347068075,118.5549542006795
2024-09-05,BAJAJ-AUTO,10964.0,11015.85,10825.55,10855.75,297298,-0.009846128587976732,116.40303401808025
2024-09-06,BAJAJ-AUTO,10855.75,10913.95,10796.25,10830.1,216847,-0.0023628031227690416,115.89171625352566
2024-09-09,BAJAJ-AUTO,10830.1,10902.4,10780.0,10847.6,193055,0.0016158668895023265,116.24056852953757
